,taxid,count_star()
6430,181486,2149
6431,293091,2558
6432,255616,3902
6433,68911,4030
6434,43928,3149
6435,51288,5102
6436,279058,5065
6437,1348429,3692
6438,261654,6076
6439,194326,2261
6440,1479511,3869
6441,204038,4532
6442,651,4297
6443,84378,2751
6444,292733,2
6445,84757,4195
6446,305507,4675
6447,71253,3075
6448,1144548,5906
6449,68264,98
6450,283811,6379
6451,285548,16
6452,28087,3657
6453,732242,8
6454,369930,9086
6455,28172,3034
6456,464,3349
6457,45972,2711
6458,665099,5828
6459,321662,5810
6460,1890,8781
6461,146827,2519
6462,333702,3923
6463,1346286,4009
6464,1510573,14
6465,60893,2859
6466,1494962,2904
6467,418647,5
6468,28116,6542
6469,445709,3963
6470,231439,1
6471,192389,3486
6472,755172,1860
6473,45663,2500
6474,1073327,4033
6475,271434,6
6476,34018,3984
6477,299146,5762
6478,152142,5158
6479,1117706,8
6480,203795,3583
6481,701526,3
6482,368624,3220
6483,67854,2077
6484,1936,23
6485,219301,2806
6486,1334022,3558
6487,987063,1732
6488,31910,3408
6489,84480,7797
6490,642776,3185
6491,381300,2641
6492,342230,4
6493,687207,6077
6494,190976,1581
6495,2262,33
6496,1379159,4040
6497,83982,2
6498,184914,8019
6499,1743159,4
6500,217169,1
6501,236753,1439
6502,37637,2008
6503,51364,11
6504,300028,4426
6505,148604,1922
6506,75289,4
6507,1226757,10187
6508,169669,5560
6509,36817,8
6510,67361,5
6511,1557,2948
6512,1045775,5840
6513,75688,4
6514,146821,10
6515,337894,5
6516,404385,2
6517,29282,4235
6518,366650,3975
6519,130049,5660
6520,29503,4
6521,264641,2
6522,328049,8
6523,85075,5
6524,1117177,2
6525,227319,1
6526,1705607,5
6527,447199,3949
6528,422297,1
6529,281091,2
6530,981386,3
6531,932741,1
6532,35754,2
6533,151781,1800
6534,1080072,3
6535,39047,1
6536,887453,5
6537,125627,1
6538,64713,3463
6539,1082,3314
6540,84962,4042
6541,455193,7655
6542,46680,6856
6543,1391,6213
6544,923,2
6545,70864,4181
6546,263067,3425
6547,278132,3101
6548,60890,3897
6549,1397368,6113
6550,618,5121
6551,1173101,3164
6552,1217908,4327
6553,884107,2256
6554,418759,8
6555,582850,3572
6556,638953,3768
6557,882441,8603
6558,582702,3314
6559,45979,7943
6560,79885,4310
6561,213248,2856
6562,930146,4551
6563,35619,7246
6564,76832,3720
6565,47758,8
6566,1324956,3015
6567,366533,4069
6568,349910,6
6569,1417629,5119
6570,280332,7745
6571,137357,2019
6572,1630172,2249
6573,680378,2725
6574,142834,3683
6575,839,2761
6576,627688,3606
6577,531814,3985
6578,1134687,8130
6579,95301,5817
6580,2699,3281
6581,28047,5535
6582,55209,5888
6583,28199,3125
6584,190893,5596
6585,53422,2370
6586,77097,3356
6587,69895,2786
6588,1642,3095
6589,56813,4
6590,591205,3345
6591,81037,4068
6592,1727,2983
6593,588932,2740
6594,80867,4272
6595,187145,3674
6596,1528099,1376
6597,146475,2757
6598,1286,2366
6599,47479,8556
6600,65058,2307
6601,99481,4595
6602,1285,2753
6603,319939,6277
6604,67330,5
6605,1961,7039
6606,271160,1837
6607,502181,9429
6608,118967,2330
6609,354630,5989
6610,53442,4506
6611,119981,2569
6612,321846,5592
6613,189382,4196
6614,559628,5368
6615,1521,3287
6616,192903,4169
6617,43771,2011
6618,86166,1988
6619,408015,5490
6620,95160,7446
6621,887475,5
6622,119978,20
6623,670482,4786
6624,315421,3367
6625,40990,4239
6626,59750,6894
6627,415218,2675
6628,426128,3528
6629,1280376,3738
6630,28171,3612
6631,341220,4380
6632,887452,5
6633,413889,2461
6634,462991,4582
6635,45065,2282
6636,66378,1
6637,29316,2311
6638,66269,4505
6639,1283,3046
6640,442525,2
6641,888831,31
6642,28450,5717
6643,573501,3392
6644,450366,5
6645,158891,6959
6646,1691,1350
6647,29380,2563
6648,487698,4329
6649,158836,6955
6650,425504,3794
6651,440515,4331
6652,91359,9
6653,121719,4943
6654,415242,3341
6655,1296,2857
6656,76947,3918
6657,43357,8775
6658,146017,6348
6659,28097,33
6660,35768,1
6661,178901,4014
6662,56689,5775
6663,35700,2911
6664,137591,2282
6665,84163,1355
6666,2208,3732
6667,29291,2242
6668,121277,2296
6669,337243,3622
6670,54077,1997
6671,129789,4399
6672,943815,8654
6673,472166,2683
6674,1441386,87
6675,33965,32
6676,35703,5562
6677,453838,3
6678,1429076,5958
6679,1797,4613
6680,178606,2257
6681,413882,5541
6682,43131,3095
6683,170367,5415
6684,53247,1
6685,421767,5025
6686,1490,3534
6687,83291,6639
6688,58180,3220
6689,488547,3696
6690,418646,5
6691,137265,8304
6692,988801,3232
6693,86840,5519
6694,58351,8142
6695,1096341,2943
6696,75385,3901
6697,47421,4609
6698,1006155,3238
6699,550,7580
6700,198481,2461
6701,488,3109
6702,150122,5
6703,546115,2923
6704,61646,4207
6705,1503,3284
6706,1396821,2967
6707,366522,1874
6708,333965,3894
6709,449659,2094
6710,1074311,3884
6711,489703,3891
6712,173860,6
6713,248452,2814
6714,51160,2287
6715,78543,6005
6716,1188319,2668
6717,121292,4364
6718,39483,2057
6719,193461,117
6720,337779,1
6721,38314,52
6722,40837,9
6723,69367,8
6724,35830,9
6725,37929,3311
6726,424757,1859
6727,38290,2066
6728,267364,2656
6729,443610,3992
6730,587636,4010
6731,267850,3092
6732,702745,2552
6733,337097,2107
6734,179637,4
6735,387343,4221
6736,1295382,3504
6737,648567,1931
6738,1732,2618
6739,680127,4422
6740,53431,15
6741,657445,21
6742,171279,803
6743,444444,6
6744,374432,2
6745,2290,5
6746,191630,4
6747,109263,1
6748,56810,3
6749,181487,1983
6750,1245526,2871
6751,68274,8467
6752,504488,2923
6753,1071983,1
6754,1737515,4
6755,72360,3911
6756,1708783,3736
6757,1940,6966
6758,67280,7
6759,131111,1709
6760,586230,1
6761,486507,1
6762,84981,3
6763,948756,5870
6764,60035,4450
6765,282305,1
6766,72556,5755
6767,470784,2
6768,173770,6
6769,469656,2
6770,278209,2
6771,1295,2355
6772,374514,3820
6773,644221,3918
6774,28101,5142
6775,363953,4134
6776,646,4213
6777,504486,3140
6778,1306993,5103
6779,1401,6628
6780,869814,1
6781,41985,3563
6782,180,2413
6783,519,4161
6784,39778,2675
6785,57732,2389
6786,168276,4987
6787,1677857,3020
6788,582854,7
6789,68213,6839
6790,659824,6001
6791,262209,2936
6792,1492,4245
6793,1724,2134
6794,204042,4062
6795,462372,4114
6796,404366,3235
6797,2293,3396
6798,488447,8054
6799,480391,1746
6800,373672,4438
6801,45670,2491
6802,285557,8145
6803,35786,1481
6804,551788,2614
6805,83449,9570
6806,1774,5594
6807,1122204,2897
6808,361041,3705
6809,358742,6075
6810,1355,2315
6811,1303,2024
6812,47849,1
6813,269673,3139
6814,68898,6668
6815,237373,4570
6816,404900,2
6817,388459,4
6818,68183,7762
6819,135739,3411
6820,38301,2547
6821,345370,3713
6822,255984,2569
6823,357441,2645
6824,311230,8714
6825,889453,3564
6826,49897,6624
6827,38284,2362
6828,387661,3736
6829,82995,4707
6830,38815,3347
6831,208479,7273
6832,380084,5173
6833,150,4378
6834,563162,4805
6835,509200,7626
6836,688079,3479
6837,319706,5650
6838,930854,6
6839,72361,4169
6840,1226327,2872
6841,58114,5499
6842,1085647,1557
6843,58121,8438
6844,246167,5453
6845,104101,2629
6846,322609,5256
6847,293,3347
6848,1538,4065
6849,980271,6525
6850,676965,2665
6851,64977,2
6852,1630166,2451
6853,932217,2352
6854,1356851,1
6855,170651,3589
6856,225051,6564
6857,39777,1973
6858,586733,2336
6859,489916,1
6860,304077,3655
6861,192904,4956
6862,29373,2665
6863,882211,4594
6864,95162,33
6865,1457217,4
6866,68222,6
6867,92644,9398
6868,1416776,3685
6869,81031,3447
6870,85831,4156
6871,111105,2094
6872,228604,2938
6873,661492,4033
6874,945844,4870
6875,521720,3
6876,670078,4378
6877,714531,3955
6878,1550620,6
6879,170623,4831
6880,435897,5655
6881,287099,3319
6882,168469,5791
6883,659014,7284
6884,574650,2759
6885,1218506,1890
6886,999931,3329
6887,135487,5473
6888,1499,22
6889,92442,3412
6890,92645,4782
6891,767916,5259
6892,33043,2819
6893,1156985,3832
6894,709879,4
6895,69525,4138
6896,582419,2014
6897,41675,2042
6898,261291,3113
6899,489911,2907
6900,35746,3986
6901,2277,1976
6902,118126,2641
6903,1765967,3065
6904,675874,3033
6905,196024,4447
6906,357761,6
6907,1416778,4490
6908,2434,4118
6909,81032,3499
6910,210408,4731
6911,216142,3893
6912,1144553,12105
6913,38304,2280
6914,346181,2570
6915,33942,2
6916,111805,6664
6917,1800,5779
6918,237610,5354
6919,633417,4217
6920,28083,3235
6921,537,4502
6922,1550024,3493
6923,1784,6072
6924,76629,714
6925,54067,5780
6926,1005928,4171
6927,420999,3814
6928,321267,3874
6929,1073328,3317
6930,173053,3172
6931,2100,751
6932,67302,7124
6933,687,4087
6934,410,8
6935,116849,3016
6936,445327,14
6937,340345,5448
6938,152,3
6939,284040,7371
6940,488438,2
6941,55508,5488
6942,273032,4392
6943,1538144,2929
6944,515393,6565
6945,649007,1
6946,274539,2044
6947,727,1704
6948,182337,4915
6949,182774,7
6950,1232575,3434
6951,720633,3831
6952,330084,7
6953,985002,2753
6954,1428314,4482
6955,412034,3525
6956,444440,1
6957,32040,4449
6958,373681,5277
6959,184755,3923
6960,247333,1
6961,71235,4
6962,1642646,2896
6963,470931,4267
6964,209880,1536
6965,456876,3
6966,440514,3829
6967,299214,1
6968,363331,3565
6969,454154,4010
6970,1340531,4939
6971,364032,1631
6972,272917,1
6973,390637,5
6974,374177,2761
6975,319970,3133
6976,83555,1010
6977,482461,4010
6978,28887,8019
6979,512649,4147
6980,41,7394
6981,1232430,1652
6982,38,97
6983,490575,1
6984,2702,1142
6985,216936,858
6986,33960,3157
6987,138851,2251
6988,459885,4
6989,513160,1
6990,28129,2699
6991,459528,4622
6992,29581,5804
6993,683292,1327
6994,1107316,5
6995,1002227,1
6996,171290,1
6997,13160,3674
6998,54121,2844
6999,59814,4348
7000,84158,3522
7001,146940,3285
7002,119025,2
7003,67373,8643
7004,287098,3509
7005,1273,2287
7006,1285242,4097
7007,439228,5212
7008,616990,2131
7009,261164,2673
7010,59512,5231
7011,37633,4731
7012,1413221,8480
7013,136273,3020
7014,407035,2634
7015,90245,2118
7016,1037355,3197
7017,2137,992
7018,456493,299
7019,133194,3
7020,81405,6
7021,185951,3362
7022,1455,4479
7023,58350,15
7024,215221,3347
7025,187981,3156
7026,453582,3631
7027,459858,4568
7028,1018,2171
7029,358707,2
7030,592361,4214
7031,356851,6089
7032,89,8
7033,447424,3851
7034,219314,3077
7035,355591,3433
7036,153151,3796
7037,1427523,2736
7038,381802,2816
7039,1794912,3585
7040,258723,2454
7041,113568,9486
7042,1689,2354
7043,296199,4938
7044,138336,4791
7045,246618,1823
7046,150177,10697
7047,556,4131
7048,594679,1417
7049,1194427,3856
7050,197461,3634
7051,626937,3119
7052,156203,1891
7053,1173111,3710
7054,1838,5285
7055,66377,7
7056,554,4337
7057,271,2321
7058,208199,4381
7059,393663,3590
7060,547122,3827
7061,415747,3255
7062,341694,1600
7063,1293439,3353
7064,52,8327
7065,307480,4963
7066,173856,7
7067,28255,2
7068,332411,4389
7069,426114,3519
7070,916,2473
7071,154981,3465
7072,55603,1008
7073,66896,42
7074,203263,2002
7075,1055487,2752
7076,71254,4
7077,213,2315
7078,182080,9381
7079,151783,5684
7080,544645,4212
7081,368603,3844
7082,192,6708
7083,154288,3199
7084,672460,3771
7085,40545,2393
7086,84035,3963
7087,709868,6659
7088,570520,2908
7089,441103,4206
7090,219572,5878
7091,960,3721
7092,1583,2158
7093,748908,2143
7094,913,2980
7095,1750597,2472
7096,59600,4114
7097,86102,2752
7098,314319,4114
7099,1227549,4013
7100,610254,2924
7101,242606,4246
7102,197222,4568
7103,453573,9060
7104,162,3110
7105,28117,2720
7106,45068,2172
7107,29357,2997
7108,29422,3280
7109,144,895
7110,911205,3747
7111,436663,3865
7112,66879,9
7113,543877,2659
7114,68172,7021
7115,1530170,5021
7116,136093,2282
7117,485907,4554
7118,314255,4193
7119,29409,6350
7120,362837,1017
7121,1526413,2748
7122,102884,15
7123,137732,1562
7124,685706,3623
7125,84407,2
7126,604089,3035
7127,38311,2
7128,68281,5
7129,629680,3939
7130,31958,8200
7131,28173,5540
7132,52773,1684
7133,157691,1968
7134,1001240,3249
7135,1783352,6476
7136,1561,3167
7137,52021,4292
7138,861266,4474
7139,556530,2863
7140,985250,4018
7141,1168034,4085
7142,166501,2827
7143,505317,2284
7144,67299,72
7145,2248,2334
7146,931585,2946
7147,570267,2993
7148,261290,3129
7149,50339,1523
7150,1714,3193
7151,172901,4059
7152,641691,4172
7153,179819,6786
7154,84030,4133
7155,571190,7832
7156,33053,37
7157,661483,4237
7158,582680,3744
7159,1531,5768
7160,122960,5
7161,57037,2869
7162,107327,3964
7163,396015,2288
7164,417368,2368
7165,2111,631
7166,476551,17
7167,67337,5
7168,84037,2
7169,392838,6
7170,53462,7641
7171,35755,2047
7172,37636,2873
7173,1218494,1748
7174,459525,4804
7175,624,4068
7176,286438,3625
7177,314281,4490
7178,160454,5181
7179,762486,3464
7180,163877,3964
7181,45361,695
7182,1679721,2352
7183,1538103,3746
7184,640084,1
7185,53450,5826
7186,43658,4390
7187,53408,6567
7188,243924,5138
7189,65499,8788
7190,190305,11
7191,74109,5328
7192,44256,22
7193,498718,2149
7194,158627,4819
7195,394090,2
7196,516700,1
7197,1043168,3
7198,182710,3490
7199,1329411,10
7200,592308,2173
7201,288992,6683
7202,407234,3255
7203,1381,1539
7204,280293,3
7205,211114,7717
7206,1824,6459
7207,659,4161
7208,654447,29
7209,160434,3487
7210,261934,5
7211,395935,4006
7212,993689,3178
7213,149016,2206
7214,330835,2
7215,91560,1537
7216,160846,4374
7217,76861,3213
7218,256323,2
7219,680026,4758
7220,66875,7
7221,1551649,2
7222,363843,1
7223,188,4120
7224,188906,3471
7225,78346,1831
7226,470565,2478
7227,501496,4
7228,582475,5391
7229,135948,9264
7230,261477,14
7231,478010,3339
7232,228229,1519
7233,78510,5
7234,1471401,1
7235,69363,4
7236,53424,3
7237,179010,1
7238,220697,5070
7239,742169,1
7240,1566885,3
7241,92400,611
7242,111015,2324
7243,481722,3325
7244,399370,2384
7245,306205,1
7246,68238,8402
7247,33879,3588
7248,556055,2
7249,489912,1
7250,358592,1
7251,40681,1
7252,412861,2
7253,1128672,1
7254,547461,1
7255,573024,3516
7256,1705,2483
7257,59299,23
7258,582,4306
7259,202747,2155
7260,320662,3823
7261,36743,1
7262,1176257,4275
7263,29561,505
7264,74313,3326
7265,39765,2276
7266,156976,2204
7267,402384,3948
7268,39687,6636
7269,270918,3284
7270,472963,3487
7271,634765,3987
7272,453837,3335
7273,645466,3182
7274,155680,8
7275,28262,1982
7276,1105145,8735
7277,56449,4122
7278,445930,22
7279,311231,5667
7280,418495,9219
7281,90323,1895
7282,67379,5
7283,194197,2500
7284,344165,4
7285,649333,3009
7286,29430,3491
7287,45498,1316
7288,172043,3109
7289,29554,481
7290,1873482,3417
7291,511998,3681
7292,392009,2926
7293,1999,7467
7294,659015,4511
7295,1367852,3234
7296,35517,1479
7297,303541,1508
7298,354243,4843
7299,155042,5
7300,1185415,6322
7301,266128,2597
7302,369401,3670
7303,864058,1
7304,321325,1
7305,38293,4958
7306,1603,1532
7307,425306,6943
7308,95161,5595
7309,300266,4420
7310,202772,5263
7311,155618,3209
7312,221126,4609
7313,444923,5004
7314,479117,2020
7315,653954,4584
7316,54006,1499
7317,1326,1943
7318,316277,3145
7319,28099,5010
7320,208602,7050
7321,451513,4914
7322,162028,9
7323,384636,5275
7324,347534,3670
7325,246,4330
7326,265960,3164
7327,142588,2700
7328,160453,4101
7329,1681,1834
7330,871203,6989
7331,1689834,17
7332,358,6674
7333,110321,7294
7334,281252,5417
7335,83263,6735
7336,1513896,4295
7337,2036,3376
7338,407022,5562
7339,1007676,2337
7340,351614,3997
7341,68214,9005
7342,728066,3990
7343,38312,4412
7344,395922,3110
7345,685828,5895
7346,365617,4776
7347,106590,6614
7348,178355,3278
7349,196587,2911
7350,53449,5
7351,120370,2111
7352,1654388,2584
7353,1218492,1592
7354,33932,4687
7355,55507,2426
7356,396,6402
7357,1329800,3528
7358,1112,2792
7359,1304284,2681
7360,1457233,3606
7361,307126,1944
7362,73010,4040
7363,67081,5833
7364,28091,2011
7365,1033734,4630
7366,690164,4812
7367,146020,7125
7368,74033,4962
7369,404405,3712
7370,431306,2673
7371,501483,2696
7372,558172,7
7373,308163,5
7374,212667,4582
7375,57028,4254
7376,38286,4
7377,120377,3332
7378,47884,4299
7379,394751,4246
7380,1674146,1131
7381,198,1952
7382,614,5531
7383,730,1694
7384,659425,2603
7385,52693,3326
7386,164114,6
7387,840,3235
7388,933944,5131
7389,89784,2843
7390,1494959,4444
7391,1408281,1336
7392,184870,2003
7393,84031,3231
7394,354355,6725
7395,61858,3979
7396,1615586,1
7397,190977,1
7398,349095,2723
7399,66969,3346
7400,1365628,1510
7401,31959,8138
7402,262325,2232
7403,456490,7571
7404,94136,2984
7405,72000,2352
7406,1957,11
7407,505694,4
7408,995054,5
7409,249410,3
7410,91624,3815
7411,1328,2239
7412,36842,5301
7413,285568,6972
7414,357794,3530
7415,190387,1672
7416,46179,2
7417,2756,2406
7418,573321,6498
7419,756892,2967
7420,398694,4099
7421,1422,3279
7422,121039,2974
7423,391287,1721
7424,121821,3528
7425,862134,3607
7426,40335,2936
7427,456,2787
7428,238013,2191
7429,370975,2701
7430,255457,5719
7431,46160,1
7432,114136,15
7433,29443,3805
7434,58314,3633
7435,285556,10
7436,871961,3
7437,573741,3134
7438,59842,1
7439,29372,3294
7440,1713,3452
7441,1488,3847
7442,83557,1005
7443,696763,3739
7444,96565,1714
7445,115979,4253
7446,363837,6839
7447,218673,3554
7448,540747,5534
7449,623280,4124
7450,110937,3858
7451,335974,4
7452,29313,4623
7453,47865,6104
7454,28137,3037
7455,111501,3425
7456,1291556,11276
7457,931097,4
7458,180588,2
7459,556053,2
7460,28447,4035
7461,542,1765
7462,274593,6839
7463,33037,1764
7464,1073196,3989
7465,526729,4296
7466,43654,4069
7467,458,2847
7468,159728,3
7469,370980,1
7470,287844,1720
7471,324078,691
7472,467997,3
7473,573739,1
7474,166486,4697
7475,46256,1819
7476,317018,2504
7477,1134781,2
7478,37626,3
7479,2162,2519
7480,666,4504
7481,244292,5965
7482,643747,3391
7483,1097667,4372
7484,536,4428
7485,53400,1
7486,290306,3
7487,1241761,3485
7488,258256,5410
7489,1028,4081
7490,156,1
7491,154109,1
7492,686796,4129
7493,70993,1
7494,395937,4496
7495,282684,2
7496,559956,1
7497,114529,3623
7498,68256,5
